Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
ECTM.S19TW,2003.04,1264.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.05,1271,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.06,1283.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.07,1299.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.08,1315.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.09,1333.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.1,1357.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.11,1379.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2003.12,1404.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.01,1426,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.02,1444.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.03,1459.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.04,1473.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.05,1486.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.06,1498.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.07,1509.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.08,1522.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.09,1536.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.1,1548.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.11,1560.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2004.12,1569.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.01,1578.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.02,1588.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.03,1600.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.04,1614,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.05,1628.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.06,1643.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.07,1657.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.08,1670.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.09,1681.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.1,1688.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.11,1697.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2005.12,1708.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.01,1723.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.02,1744.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.03,1768.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.04,1790,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.05,1808.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.06,1820.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.07,1827.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.08,1833.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.09,1841.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.1,1854.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.11,1869.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2006.12,1885.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.01,1900.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.02,1911.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.03,1920.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.04,1929.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.05,1937.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.06,1948.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.07,1960.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.08,1973.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.09,1989.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.1,2008.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.11,2027.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2007.12,2040.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.01,2047.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.02,2051.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.03,2056.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.04,2063.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.05,2069.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.06,2074.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.07,2078.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.08,2078.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.09,2067,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.1,2042.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.11,2011.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2008.12,1988.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.01,1979.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.02,1982,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.03,1985.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.04,1985.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.05,1985.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.06,1991.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.07,2000,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.08,2005.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.09,2006.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.1,2009.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.11,2013.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2009.12,2022.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.01,2029.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.02,2029.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.03,2028.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.04,2029.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.05,2032.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.06,2037.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.07,2044.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.08,2054.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.09,2066.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.1,2079.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.11,2090.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2010.12,2099.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.01,2109.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.02,2121.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.03,2132,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.04,2142.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.05,2150.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.06,2155.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.07,2161.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.08,2172.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.09,2188.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.1,2206.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.11,2218.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2011.12,2225.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.01,2226.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.02,2228,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.03,2232.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.04,2238.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.05,2246.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.06,2258.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.07,2270.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.08,2282,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.09,2291.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.1,2301.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.11,2310.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2012.12,2322,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.01,2336.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.02,2352.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.03,2371.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.04,2393.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.05,2417.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.06,2439.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.07,2456.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.08,2469.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.09,2481.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.1,2494.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.11,2510.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2013.12,2528,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.01,2540,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.02,2545.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.03,2550.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.04,2558.3,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.05,2569.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.06,2580.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.07,2593,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.08,2608.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.09,2628.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.1,2649.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.11,2661,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2014.12,2667.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.01,2676.6,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.02,2693.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.03,2717.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.04,2746.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.05,2779,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.06,2812.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.07,2845.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.08,2871.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.09,2891.4,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.1,2910.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.11,2929.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2015.12,2945.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.01,2954.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.02,2962.7,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.03,2979,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.04,3009.9,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.05,3048.1,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.06,3083.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.07,3114,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.08,3145.2,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.09,3186.5,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.1,3235.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
ECTM.S19TW,2016.11,3311.8,,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Total values - Electronic card transactions A/S/T by division,Trend,Credit,,,
